kroger_product,description,calories,protein,fat,carbohydrates
schar gluten free artisan style white bread,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",1000.0,3.81,4.47,46.1
pepperidge farm farmhouse honey white bread,"Pepperidge Farm Farmhouse Honey White Bread, 22 Oz Loaf",289,11.1,2.22,53.3
oroweat superior keto bread,"KETO SUPERIOR BREAD, KETO",214,14.3,7.14,39.3
simple truth™ gluten free white frozen bread,"SIMPLE TRUTH, GLUTEN FREE ANIMAL CRACKERS",400,6.67,13.3,70.0
"pepperidge farm farmhouse sweet hawaiian bread, 22 oz loaf","Pepperidge Farm Farmhouse Sweet Hawaiian Bread, 22 Oz Loaf",289,13.3,3.33,48.9
pepperidge farm white sandwich bread,Egg sandwich on white bread,228,10.46,9.05,26.1
pepperidge farm very thin white bread,"Pepperidge Farm Very Thin White Bread, 16 oz.",267,8.89,4.44,51.1
"nature's own homestyle white, small loaf size, sliced homestyle white bread, 12 oz loaf","HOMESTYLE WHITE BREAD MINI LOAF, HOMESTYLE WHITE",311,8.89,4.44,55.6
genuine bavarian organic pumpernickel bread - case of 6 - 17.6 oz.,"Bread, pumpernickel",1050.0,8.7,3.1,47.5
delicious classic white bread 4 loaves,WHITE BREAD LOAVES,240,6.0,3.0,48.0
delba bread 3 grain,"Bread, multi-grain (includes whole-grain)",265,13.4,4.23,43.3
hero classic white bread delicious bread with 0g net carb 15 slices/loaf 2 loaves,Error,N/A,N/A,N/A,N/A
kroger 100% whole wheat bread,"Bread, whole wheat",254,12.3,3.55,43.1
private selection® whole wheat bread,"Bread, whole wheat",254,12.3,3.55,43.1
oroweat whole wheat bread,"Bread, whole wheat",254,12.3,3.55,43.1
sara lee white made with whole grain bread,"Bread, whole grain white",238,10.66,2.15,43.91
"nature's own ancient grain, small loaf size, sliced bread, 12 oz loaf","ANCIENT GRAIN ARTISAN BREAD LOAF, ANCIENT GRAIN",246,8.77,1.75,50.9
nature's own life honey wheat bread,"NATURE'S OWN, SPECIALTY HONEY WHEAT BREAD",233,11.6,2.33,46.5
bimbo soft wheat bread,"BIMBO, SMALL SOFT WHITE BREAD",260,8.0,2.0,50.0
bakehouse bread company pineapple coconut bread,"Bread, fruit",374,6.01,18.1,47.34
nature's own 100% honey whole wheat bread,"NATURE'S OWN, SPECIALTY HONEY WHEAT BREAD",233,11.6,2.33,46.5
sara lee artesano golden wheat bread,"SARA LEE, 100% WHOLE WHEAT BREAD",240,12.0,3.0,46.0
sara lee whole wheat bread,"SARA LEE, 100% WHOLE WHEAT BREAD",240,12.0,3.0,46.0
bakehouse zucchini bread,"Bread, zucchini",306,5.05,13.14,42.64
oroweat plant protein multigrain bread,"Bread, multigrain",265,13.36,4.23,43.34
oroweat gut balance multigrain bread,"Bread, multigrain",265,13.36,4.23,43.34
sara lee delightful honey whole wheat bread,"SARA LEE, 100% WHOLE WHEAT BREAD",240,12.0,3.0,46.0
bakehouse bread company banana bread,"Bread, banana, prepared from recipe, made with margarine",1360.0,4.3,10.5,54.6
smart way wheat bread,"Bread, wheat",1140.0,10.7,4.53,47.5
sara lee delightful soft & smooth wheat bread,"SARA LEE, 100% WHOLE WHEAT BREAD",240,12.0,3.0,46.0
gluten free deli style bread 8.5 oz,"Bread, gluten free",248,4.31,5.24,45.78
oroweat oatnut whole grain bread,"OATNUT WHOLE GRAINS BREAD, OATNUT",279,9.3,5.81,48.8
sara lee delightful keto whole grain white bread,"Bread, whole grain white",238,10.66,2.15,43.91
nature's own 100% whole grain wheat bread,"Bread, whole wheat",254,12.3,3.55,43.1
oroweat 12 whole grain bread,"Bread, whole grain white",238,10.66,2.15,43.91
pepperidge farm whole grain 15 grain bread,"Pepperidge Farm Whole Grain 15 Grain Bread, 24 Oz Loaf",279,11.6,5.81,46.5
canyon bakehouse gluten free ancient grain 100% whole grain bread,"ANCIENT GRAIN 100% WHOLE GRAIN BREAD, ANCIENT GRAIN",250,7.14,5.36,46.4
pepperidge farm whole grain 100% whole wheat bread,"Pepperidge Farm Whole Grain 100% Whole Wheat Bread, 24 Oz Loaf",279,11.6,3.49,48.8
canyon bakehouse gluten free sweet hawaiian bread,"Bread, gluten free",248,4.31,5.24,45.78
nature's own life 100% whole grain bread sugar free sandwich bread,"Bread, whole grain white",238,10.66,2.15,43.91
bimbo pan tostado doble fibra double fiber toasted bread,"BIMBO, PAN DOBLE FRIBRA, DOUBLE FIBER BREAD",266,9.38,3.12,51.6
pepperidge farm whole grain honey wheat bread,"Pepperidge Farm Whole Grain Honey Wheat Bread, 24 Oz Loaf",279,11.6,4.65,48.8
oroweat small slice whole wheat bread,"Bread, whole wheat",254,12.3,3.55,43.1
pepperidge farm whole grain thin sliced 15 grain bread,"Pepperidge Farm Whole Grain Thin Sliced 15 Grain Bread, 14 Oz Loaf",280,12.0,6.0,46.0
oroweat small slice oatnut bread,"OATNUT SMALL SLICE BREAD, OATNUT",286,10.7,5.36,50.0
udi's gluten free frozen delicious whole grain sandwich bread,"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",1250.0,5.4,8.02,51.2
genuine bavarian breads rye multigrain,"Bread, rye",259,8.5,3.3,48.3
private selection® wide pan multigrain bread,"PRIVATE SELECTION, SOURDOUGH WIDE PAN BREAD",263,7.89,2.63,50.0
sara lee artesano smooth multigrain bread,"Bread, multigrain",265,13.36,4.23,43.34
schar gluten free artisan baker multigrain bread,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",1000.0,3.81,4.47,46.1
oroweat organic seeds & 22 multigrain bread,"Bread, multigrain",265,13.36,4.23,43.34
oroweat organic multigrain bread,"Bread, multigrain",265,13.36,4.23,43.34
schar gluten free artisan baker 10 grains and seeds bread,"10 GRAINS & SEEDS ARTISAN BAKER BREAD, 10 GRAINS & SEEDS",258,4.84,4.03,51.6
simple kneads quinoa power grains bread,"KNEADED GRAINS ARTISAN CIABATTA, KNEADED GRAINS",263,8.77,3.51,50.9
schar - bread artsn bkr 10grn&sds - case of 8-14.1 oz.,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",1000.0,3.81,4.47,46.1
food for life® ezekiel 4:9® frozen english muffins,"Fast foods, english muffin, with cheese and sausage",338,13.3,20.7,25.3
o'dough's® gluten free frozen bagel thins,"Pizza, cheese, gluten-free thin crust",264,8.73,13.62,26.53
o'doughs® everything frozen bagel thins,"EVERYTHING BAGEL CASHEW, EVERYTHING BAGEL",536,14.3,39.3,28.6
food for life® cinnamon raisin frozen english muffins,"Muffins, English, raisin-cinnamon (includes apple-cinnamon)",240,7.91,1.8,48.1
food for life® ezekiel frozen english muffins,"Fast foods, english muffin, with cheese and sausage",338,13.3,20.7,25.3
california goldminer® sourdough square bread,"CALIFORNIA SOURDOUGH SQUARE BREAD, SOURDOUGH",233,6.98,1.16,46.5
bakery fresh crisp & soft french bread,"Bread, French or Vienna",272,10.75,2.42,51.88
kroger® garlic frozen bread,"Garlic bread, frozen",1460.0,8.36,16.6,41.7
the rustik oven artisan style sourdough bread,"SOURDOUGH ROUND ARTISAN STYLE BREAD, SOURDOUGH",265,10.2,2.04,49.0
"pepperidge farm farmhouse sourdough bread, 24 oz loaf","Pepperidge Farm Farmhouse Sourdough Bread, 24 Oz Loaf",265,8.16,3.06,51.0
italian bread,ITALIAN BREAD,226,9.43,1.89,43.4
pepperidge farm raisin cinnamon swirl breakfast bread,"Pepperidge Farm Raisin Cinnamon Swirl Breakfast Bread, 16 Oz Loaf",303,6.06,4.55,60.6
izzio artisan bakery san francisco style sourdough bread,"SAN FRANCISCO STYLE SOURDOUGH ARTISAN BREAD, SAN FRANCISCO STYLE SOURDOUGH",228,7.02,0.0,43.9
bakery fresh goodness garlic bread,"BAKERY FRESH GOODNESS, MULTIGRAIN BREAD",280,12.0,4.0,52.0
the cheesecake factory at home™ brown bread wheat dinner rolls,"Rolls, dinner, wheat",1140.0,8.6,6.3,46.0
california goldminer cracked wheat square sourdough bread,"Bread, wheat or cracked wheat",274,10.67,4.53,47.54
kroger® mozzarella twisted frozen bread,"KROGER, MOZZARELLA TWISTED BREAD STICKS",292,13.8,10.8,35.4
pepperidge farm texas toast frozen garlic bread 8 slices,"Pepperidge Farm Texas Toast Frozen Garlic Bread, 8 Slices, 11.25 oz. Box",375,7.5,20.0,37.5
backerhaus veit signature tuscan white sliced bread loaf,"MILD TUSCAN LOAF BREAD, TUSCAN",263,7.02,0.88,54.4
thomas' cinnamon swirl bread,"Bread, cinnamon",253,7.05,5.29,44.4
kroger® classic frozen garlic bread,"Garlic bread, frozen",1460.0,8.36,16.6,41.7
nature's own perfectly crafted non-gmo brioche style bread,Brioche,427,8.96,27.46,36.31
bakery fresh country french bread,"FRENCH COUNTRY BREAD, FRENCH COUNTRY",115,4.17,0.0,20.8
kroger® parmesan garlic frozen bread,"Garlic bread, with parmesan cheese, from frozen",351,8.78,16.83,41.14
oroweat country potato bread,"Bread, potato",1120.0,12.5,3.13,47.1
pepperidge farm swirl cinnamon breakfast bread,"Pepperidge Farm Swirl Cinnamon Breakfast Bread, 16 oz. Loaf",303,9.09,4.55,60.6
sara lee artesano brioche bakery bread,ARTESANO THE ORIGINAL BAKERY BREAD,289,7.89,3.95,52.6
new york bakery frozen garlic bread knots,"Garlic bread, frozen",1460.0,8.36,16.6,41.7
private selection® sourdough loaf bread,"PRIVATE SELECTION, SOURDOUGH WIDE PAN BREAD",263,7.89,2.63,50.0
sun-maid cinnamon raisin bread,"SUN-MAID, RAISIN BREAD, CINNAMON SWIRL, CINNAMON SWIRL",312,9.38,4.69,56.2
the cheesecake factory at home™ brown bread wheat sandwich loaf,"BROWN BREAD WHEAT SANDWICH LOAF, BROWN BREAD",276,10.3,3.45,51.7
pepperidge farm jewish rye & pumpernickel deli swirl bread,"JEWISH RYE & PUMPERNICKEL DELI SWIRL BREAD, JEWISH RYE & PUMPERNICKEL",250,9.38,3.12,43.8
private selection® wide pan sourdough bread,"PRIVATE SELECTION, SOURDOUGH WIDE PAN BREAD",263,7.89,2.63,50.0
pepperidge farm jewish rye seeded bread,"JEWISH RYE SEEDED BREAD, JEWISH RYE SEEDED",250,9.38,3.12,50.0
pepperidge farm jewish rye seedless bread,"Pepperidge Farm Jewish Rye Seedless Bread, 16 oz. Bag",250,9.38,3.12,46.9
the cheesecake factory at home™ brown bread wheat mini baguettes,"OUR FAMOUS ""BROWN BREAD"" WHEAT MINI BAGUETTES, OUR FAMOUS ""BROWN BREAD""",282,8.45,2.82,53.5
pepperidge farm texas toast frozen 5 cheese bread 6 slices,"Pepperidge Farm Texas Toast Frozen 5 Cheese Bread, 6 Slices, 9.5 oz. Box",333,11.1,17.8,33.3
oroweat jewish rye bread,"JEWISH RYE BREAD, JEWISH RYE",281,9.38,4.69,53.1
pepperidge farm jewish pumpernickel dark pump bread,"Pepperidge Farm Jewish Pumpernickel Dark Pump Bread, 16 oz. Loaf",250,9.38,3.12,46.9
private selection® mini sourdough round artisan bread,"PRIVATE SELECTION, SOURDOUGH WIDE PAN BREAD",263,7.89,2.63,50.0
just bake it french batard white bread,FRENCH BATARD,228,7.02,1.75,45.6
pepperidge farm farmhouse homestyle oat bread,"Pepperidge Farm Farmhouse Homestyle Oat Bread, 24 Oz Loaf",265,8.16,4.08,51.0
pepperidge farm brown sugar cinnamon swirl breakfast bread,"Pepperidge Farm Brown Sugar Cinnamon Swirl Breakfast Bread, 16 Oz Loaf",289,10.5,5.26,55.3
bakery fresh goodness garlic bread half loaf,"BAKERY FRESH GOODNESS, PUMPKIN LOAF CAKE",378,6.67,15.6,51.1
"pepperidge farm farmhouse brioche bread, 22 oz loaf","Pepperidge Farm Farmhouse Brioche Bread, 22 Oz Loaf",289,13.3,4.44,48.9
la brea whole grain sliced bread,"WHOLE GRAIN LA BREA SLICED LOAF, WHOLE GRAIN",281,10.5,0.88,59.6
private selection® rustic ciabatta loaf artisan bread,"ARTISAN CIABATTA LOAF BREAD, ARTISAN CIABATTA LOAF",281,8.77,4.39,50.9
la brea bakery® sliced toasted sunflower honey bread,"TOASTED SUNFLOWER LA BREA SLICED LOAF, TOASTED SUNFLOWER",298,10.5,7.89,50.9
la brea bakery sliced french bread,"LA BREA BAKERY, SLICED MULTIGRAIN ARTISAN SANDWICH BREAD",265,4.08,8.16,49.0
s. rosen's® party cocktail rye bread,"S. ROSEN'S, RYE BREAD",250,7.14,3.57,46.4
la brea® sliced country white sourdough bread,"COUNTRY WHITE SOURDOUGH ARTISAN SLICED BREAD LOAF, COUNTRY WHITE SOURDOUGH",246,8.77,0.0,52.6
la brea sliced italian round bread,"LA BREA BAKERY, SLICED MULTIGRAIN ARTISAN SANDWICH BREAD",265,4.08,8.16,49.0
la brea bakery three cheese sliced semolina bread,"LA BREA BAKERY, SLICED MULTIGRAIN ARTISAN SANDWICH BREAD",265,4.08,8.16,49.0
just bake it multigrain bread,"Bread, multigrain",265,13.36,4.23,43.34
private selection® seeded ancient grain loaf artisan bread,"ANCIENT GRAIN ARTISAN BREAD LOAF, ANCIENT GRAIN",246,8.77,1.75,50.9
s. rosen's™ party entertainers™ cocktail pumpernickel bread,"S. ROSEN'S, RYE BREAD",250,7.14,3.57,46.4
st pierre cinnamon brioche twist hand braided bread,"HAND BRAIDED CINNAMON BRIOCHE TWIST, CINNAMON",300,6.0,9.0,44.0
bakery fresh goodness crusty white french bread,"BAKERY FRESH GOODNESS, WHITE BREAD",280,8.0,4.0,56.0
d'italiano italian bread,"Bread, Italian",1080.0,9.49,2.73,48.1
simple truth™ gluten free honey oat frozen bread,"SIMPLE TRUTH, GLUTEN FREE ANIMAL CRACKERS",400,6.67,13.3,70.0
kroger® cheesy garlic pull apart bread,"CHEESY GARLIC PULL-APART ROLLS, CHEESY GARLIC",324,8.82,16.2,36.8
izzio artisan bakery honey & oats sourdough bread loaf,"IZZIO ARTISAN BAKERY, COUNTRY WHITE BREAD",232,7.14,0.0,50.0
king's hawaiian round sweet bread,"ROUND HAWAIIAN SWEET BREAD, HAWAIIAN SWEET",298,8.77,7.02,52.6
la brea bakery white sourdough bread,"LA BREA BAKERY, SLICED WHITE ARTISAN SANDWICH BREAD",265,2.04,6.12,53.1
private selection® cranberry walnut loaf artisan bread,"PRIVATE SELECTION, MULTI MULTIGRAIN LOAF BREAD",246,8.77,3.51,43.9
cole's® garlic frozen bread,"Garlic bread, frozen",1460.0,8.36,16.6,41.7
kroger® round italian half loaf bread,ITALIAN ROUND LOAF BREAD,250,7.69,0.0,51.9
wholesome harvest® blueberry & oat sliced bread,WHOLESOME HARVEST BREAD,404,12.3,7.89,68.4
wholesome harvest® superseed & fruit sliced bread,WHOLESOME HARVEST BREAD,404,12.3,7.89,68.4
sister schubert's sausage pinwheels frozen bread,"Garlic bread, frozen",1460.0,8.36,16.6,41.7
italian bread everything topped,"EVERYTHING ITALIAN BREAD, EVERYTHING ITALIAN",232,8.93,2.68,44.6
la brea bakery whole grain bread half loaf,"LA BREA BAKERY, GARLIC LOAF",263,8.77,0.88,52.6
wholesome harvest whole wheat sliced sandwich bread,"WHOLESOME HARVEST, STONE GROUND WHOLE WHEAT BREAD",228,10.5,3.51,40.4
pillsbury apple cinnamon bread batter,Pillsbury Apple Cinnamon Bread Batter,362,3.18,14.5,54.6
simple truth organic® cinnamon raisin frozen bread,"SIMPLE TRUTH ORGANIC, CINNAMON APPLESAUCE",62.0,0.0,0.0,17.7
rudi's gluten free sourdough white bread,"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",320,3.13,10.7,52.8
bakery fresh seeded rye bread,"Bread, rye",259,8.5,3.3,48.3
udi's gluten free frozen delicious soft white sandwich bread,"Udi's, Gluten Free, Soft & Delicious White Sandwich Bread",1250.0,5.4,8.02,51.2
bakery fresh sliced pumpernickel rye bread,"Bread, marble rye and pumpernickel",259,8.5,3.3,48.3
simple kneads® gluten free sourdough bread,"Bread, gluten free",248,4.31,5.24,45.78
oroweat keto bread,"KETO BREAD, KETO",N/A,31.0,9.52,14.3
bakery fresh goodness multigrain french bread,"BAKERY FRESH GOODNESS, MULTIGRAIN BREAD",280,12.0,4.0,52.0
bakery fresh everything french bread,EVERYTHING FRENCH BREAD,226,9.43,1.89,45.3
country everything topped french bread,"FRENCH COUNTRY BREAD, FRENCH COUNTRY",115,4.17,0.0,20.8
rudi's gluten free brioche bread,"Rudi's, Gluten-Free Bakery, Original Sandwich Bread",320,3.13,10.7,52.8
mestemacher bread - 17.6 oz - case of 12,"LIOR BUCKWHEAT, 17.6 OZ",92.0,2.98,0.6,19.6
schar deli style bread - case of 5 - 8.5 oz,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",1000.0,3.81,4.47,46.1
the essential baking company - take & bake italian bread - case of 16 - 16 oz.,"THE ESSENTIAL BAKING COMPANY, ORGANIC OLIVE BREAD",200,6.0,2.0,40.0
simple mills 5.99 oz nutty banana bread,Simple syrup,184,0,0.15,45.58
korn's seeded rye bread,"Bread, rye",259,8.5,3.3,48.3
mestemacher bread bread - protein - case of 9 - 8.8 oz,"Bread, high protein, toasted",269,13.3,2.42,48.13
schar - artisan bread case of 8-14.1 oz.,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",1000.0,3.81,4.47,46.1
mestemacher 17.6 oz organic three grain bread set of 3,"MESTEMACHER, ORGANIC FLAX SEED + CHIA BREAD",200,4.29,3.57,30.0
mestemacher rustic whole rye bread,"Bread, rye",259,8.5,3.3,48.3
simple kneads pumpkinickel bread,Simple syrup,184,0,0.15,45.58
simple kneads bread sourdough,"Bread, french or vienna (includes sourdough)",1140.0,10.8,2.42,51.9
larabar 1.6 oz banana bread,Larabar Banana Bread Fruit & Nut Bar,451,10.2,21.6,54.0
genuine bavarian organic bread - case of 6 - 17.6 oz.,"GENUINE BAVARIAN, GLUTENFREE WHOLE GRAIN BREAD",196,5.36,2.68,37.5
shibolim flaxseed bread,Flaxseed oil,884,0.11,99.98,0
"king's hawaiian original hawaiian bread, 16 ounce (pack of 12)","HAWAIIAN BREAD, HAWAIIAN",275,10.0,5.0,45.0
mestemacher rustic sunflower seed bread,"Sunflower seeds, flavored",567,18.45,47.56,25.92
essential baking company - take & bake sourdough bread 16 oz,TAKE & BAKE SOURDOUGH LOAF,232,7.14,0.89,46.4
picos bread sticks picos camperos by mas aliu 6.35 oz pack of 3,PICOS CAMPEROS MINI OLIVE OIL BREADSTICKS,433,13.3,10.0,73.3
the essential baking company - bread take & bake french - case of 16 - 16 oz,"FRENCH ORGANIC TAKE & BAKE BREAD, FRENCH",250,7.14,0.89,51.8
schar - deli style seeded bread - case of 5 - 8.8 oz.,"Schar, Gluten-Free, Wheat-Free, Classic White Bread",1000.0,3.81,4.47,46.1
mestemacher rustic three grain bread,"THREE GRAIN BREAD, THREE GRAIN",176,7.35,2.94,35.3
korn's pumpernickle rye bread,"PUMPERNICKLE & RYE ROLL, PUMPERNICKLE & RYE",306,8.33,5.56,52.8
b&m brown bread original,"Bread, Boston Brown",274,10.67,4.53,47.54
bauducco 5.01 oz original toasted bread,"BAUDUCCO, ORIGINAL TOAST, ORIGINAL, ORIGINAL",389,11.1,9.26,70.4
"hero seeded bread low carb & keto friendly bread loaf 15 slices loaf, 2 loaves","SEEDED KETO LOAF, SEEDED",179,28.6,3.57,46.4
the essential baking company - bake at home rosemary bread - case of 16 - 16 oz,"THE ESSENTIAL BAKING COMPANY, ORGANIC SLICED ROSEMARY",236,7.27,4.55,41.8
korn's rye bread,"Bread, rye",259,8.5,3.3,48.3
broadman church supplies communion bread,FAVORITES EMERGENCY FOOD SUPPLY,362,15.9,5.8,65.2
genuine bavarian organic bread sunflower seed rey,"Sunflower seeds, flavored",567,18.45,47.56,25.92
"schar gluten free deli style sourdough seeded bread, 8.8 oz pack of 5","Schar, Gluten-Free, Wheat-Free, Classic White Bread",1000.0,3.81,4.47,46.1
thomas' original english muffins,"George Weston Bakeries, Thomas English Muffins",972,8.0,1.8,46.0
entenmann's little bites chocolate chip mini muffins,"Muffin, chocolate chip",402,5.77,19.04,55.4
a taste of thai yellow curry paste - 1.75 oz (50 g),"A TASTE OF THAI, YELLOW CURRY PASTE",83.0,0.0,0.0,16.7
edward & sons baked whole grain brown rice snaps® onion garlic - 3.5 oz (100 g),"EDWARD & SONS, BAKED BROWN RICE SNAPS, ONION GARLIC, ONION GARLIC",333,6.67,6.67,66.7
5 oz delicious whole wheat toast,"Bread, whole wheat, toasted",279,13.52,3.9,47.36
dave's killer bread epic everything organic bagels,EPIC EVERYTHING ORGANIC BAGELS,274,13.7,5.26,46.3
dave's killer bread® plain awesome® bagels organic bagels,PLAIN AWESOME ORGANIC BAGELS,274,11.6,3.16,50.5
dave's killer bread cinnamon raisin remix bagels organic bagels,"ORGANIC BAGELS, CINNAMON RAISIN REMIX",263,11.6,2.63,51.6
"dave’s killer bread® boomin’ berry® bagels, cranberry, blueberry, blackberry and acai bagels","ORGANIC BAGELS, BOOMIN' BERRY",274,11.6,2.63,50.5
dave's killer bread killer classic english muffins organic english muffins,"KILLER CLASSIC ORGANIC ENGLISH MUFFINS, KILLER CLASSIC",226,9.68,1.61,43.6
dave's killer bread® burgers done right™ organic white bread hamburger buns,"ORGANIC WHITE BREAD DONE RIGHT, WHITE",286,10.7,5.36,53.6
dave's killer bread organic 21 whole grains and seeds hamburger buns,"DAVE'S KILLER BREAD, 21 WHOLE GRAINS AND SEEDS ORGANIC BREAD",267,11.1,4.44,48.9
schar gluten free sandwich roll,"Schar, Gluten-Free, Classic White Rolls",239,3.34,2.65,50.5
schar gluten free artisan style ciabatta roll,"Schar, Gluten-Free, Classic White Rolls",239,3.34,2.65,50.5
schar - crispbread gluten free - case of 6-5.3 oz.,"Schar, Gluten-Free, Classic White Rolls",239,3.34,2.65,50.5
schar - ciabatta gluten free - case of 5-7.1 oz.,"Schar, Gluten-Free, Classic White Rolls",239,3.34,2.65,50.5
greens cinnamon babka - pack of 3,"BABKA, CINNAMON",354,3.03,13.1,56.6
oroweat 100% whole wheat sandwich thins,"100% WHOLE WHEAT SANDWICH THINS ROLLS, 100% WHOLE WHEAT",233,11.6,2.33,51.2
breadeli™ garlic butter rustic flat bread,"Garlic bread, frozen",1460.0,8.36,16.6,41.7
breadeli italian herb rustic flat bread,"RUSTIC ITALIAN BREAD, RUSTIC ITALIAN",225,7.5,0.0,45.0
private selection® ciabatta baguette artisan bread,"CIABATTA ARTISAN BREAD, CIABATTA",246,8.77,0.88,47.4
joseph's™ original pita bread 1 pack of 4,"Bread, pita",275,9.1,1.2,55.7
private selection® french demi baguette artisan bread,"FRENCH DEMI ARTISAN BAGUETTE, FRENCH DEMI",263,8.77,0.88,52.6
joseph's™ flax oat whole wheat pita bread,"Bread, pita, whole wheat",262,9.8,1.71,55.89
private selection® challah bread,"Bread, egg, Challah",287,9.5,6,47.8
kroger® frozen bread dough,"Bread, dough, fried",384,9.36,18.84,44.97
kroger® frozen bread,"Garlic bread, frozen",1460.0,8.36,16.6,41.7
"wonder bread dinner rolls, soft white bread rolls, 12 count",SOFT DINNER BREADS ROLLS,310,9.52,7.14,52.4
thomas' everything breakfast bread,"George Weston Bakeries, Thomas English Muffins",972,8.0,1.8,46.0
mary b's® butter frozen bread,"Garlic bread, frozen",1460.0,8.36,16.6,41.7
mary hill frozen bread,"Garlic bread, frozen",1460.0,8.36,16.6,41.7
canyon bakehouse honey whole grain gluten free english muffins fresh,"English muffins, whole grain white",1020.0,7.02,1.75,50.2
oroweat multigrain sandwich thins,"MULTIGRAIN SANDWICH THINS ROLLS, MULTIGRAIN",263,10.5,3.51,49.1
schar - ciabatta multigrain,"MULTIGRAIN CIABATTA ROLL SQUARE, MULTIGRAIN CIABATTA",280,9.0,3.0,54.0
new york bakery frozen garlic breadsticks,"Breadsticks, soft, frozen",313,11.09,9.16,46.37
new york bakery breadsticks with real garlic,"PIZZA HUT, breadstick, parmesan garlic",1430.0,12.2,12.9,44.5
new york bakery cheese frozen breadsticks,"Breadsticks, soft, frozen",313,11.09,9.16,46.37
kroger® pull aparts 6 cheese & garlic breadsticks,PULL APART GARLIC LOAF WITH REAL CHEESE,364,10.9,16.4,41.8
kroger® garlic frozen texas toast,"KROGER, GARLIC TEXAS TOAST",360,6.0,20.0,38.0
king's hawaiian® savory butter dinner rolls,"KING'S HAWAIIAN, SAVORY BUTTER ROLLS",357,10.7,8.93,57.1
king's hawaiian original hawaiian sweet dinner rolls party pack,"SWEET HAWAIIAN DINNER ROLLS, SWEET HAWAIIAN",289,10.5,3.95,50.0
kroger® garlic cheese frozen texas toast,"KROGER, GARLIC TEXAS TOAST",360,6.0,20.0,38.0
new york bakery garlic frozen texas toast,"NEW YORK BAKERY, TEXAS TOAST",500,10.0,23.3,60.0
sister schubert's frozen dinner yeast rolls,"YEAST DINNER ROLLS, YEAST",326,6.98,5.81,58.1
king's hawaiian® original hawaiian sweet dinner rolls,"SWEET HAWAIIAN DINNER ROLLS, SWEET HAWAIIAN",289,10.5,3.95,50.0
new york bakery five cheese frozen texas toast,"NEW YORK BAKERY, TEXAS TOAST",500,10.0,23.3,60.0
bakery fresh cornbread square,"BAKERY FRESH GOODNESS, BFG CORNBREAD",299,N/A,11.9,41.8
la brea bakery country white sourdough loaf,"LA BREA BAKERY, GARLIC LOAF",263,8.77,0.88,52.6
la brea bakery french loaf,"LA BREA BAKERY, GARLIC LOAF",263,8.77,0.88,52.6
private selection® croissant loaf,"PRIVATE SELECTION, MULTI MULTIGRAIN LOAF BREAD",246,8.77,3.51,43.9
la brea bakery take & bake twin pack french baguette,"TWIN FRENCH ORGANIC TAKE & BAKE BAGUETTES, TWIN FRENCH",246,8.2,0.82,49.2
ace bakery® sourdough bistro loaf,"SOURDOUGH LOAF, SOURDOUGH",211,7.02,0.0,43.9
st pierre® sliced brioche loaf,"BRIOCHE SLICED LOAF, BRIOCHE",333,9.09,9.09,54.6
la brea bakery whole grain loaf,"LA BREA BAKERY, GARLIC LOAF",263,8.77,0.88,52.6
backerhaus veit signature multigrain loaf,"SIGNATURE MULTIGRAIN LOAF, SIGNATURE MULTIGRAIN",286,10.7,6.25,46.4
la brea bakery round italian loaf,"LA BREA BAKERY, GARLIC LOAF",263,8.77,0.88,52.6
king's hawaiian® savory butter rolls,"KING'S HAWAIIAN, SAVORY BUTTER ROLLS",357,10.7,8.93,57.1
la brea bakery take & bake french dinner rolls,"LA BREA BAKERY, TELERA ROLLS",282,9.41,1.76,55.3
wholesome harvest 9-grain & seed loaf,"WHOLESOME HARVEST, 9 GRAIN & SEED LOAF",281,8.77,6.14,47.4
private selection® cinnamon croissant loaf,"PRIVATE SELECTION, MULTI MULTIGRAIN LOAF BREAD",246,8.77,3.51,43.9
la brea bakery roasted garlic loaf,"LA BREA BAKERY, GARLIC LOAF",263,8.77,0.88,52.6
boar's head ovengold roasted turkey breast,"BOAR'S HEAD, TURKEY BREAST",107,23.2,1.79,0.0
private selection® 80/20 angus ground beef chuck tray 1 lb,Error,N/A,N/A,N/A,N/A
impossible™ plant-based beef,"IMPOSSIBLE BEEF MADE FROM PLANTS RAVIOLI, BEEF",250,12.0,6.48,34.3
kroger® beef shaved steak,BEEF SHAVED STEAK,152,19.6,7.14,0.0
beyond meat® beyond® breakfast sausage™ spicy plant-based patties,"SPICY BEYOND BREAKFAST SAUSAGE PLANT-BASED PATTIES, SPICY",310,19.0,20.7,10.3
beyond meat beyond chicken® plant-based breaded tenders,"ORIGINAL BEYOND CHICKEN TENDERS PLANT-BASED BREADED TENDERS, ORIGINAL",262,16.2,15.0,18.8
beyond meat® cookout classic™ plant-based burger patties,COOKOUT CLASSIC PLANT-BASED BURGER PATTIES,257,15.9,19.5,3.54
kroger® original breakfast sausage links,"Sausage, turkey, breakfast links, mild, raw",728,15.9,10.4,3.18
kroger® chicken fries,"Rice, fried, with chicken",173,7.28,3.66,27.62
